IPIC Ref No.,IPIC Comment
IPIC-1131,"From the photographs provided by the surveyor depicting green fruit and the pressures recorded we do not believe the pears had entered a climacteric ripening stage. Scarring was evident and this is of a pre-shipment nature.There were issues with the carriage temperature on-board the vessel on 4 occassions with the unit off power on the 19th, 26th, 28th, and 30th. Pears are a climacteric fruit and elevated temperature can trigger the ripening process, however, in this case this does not appear to be the case.    "
IPIC-1132,"Knowing plums from South Africa can be carried under a dual temperature regime we queried with the surveyors concerned whether this was the case. Subsequently we were advised dual temperature i.e. -0.5 to 7.5 to -0.5 C, was the required regime.Shippers Temptale 3463301030 was activated on the 27th December and reflects the consignment was pre-cooled. Trace operates at -0.5 C, up until the 20th January when the trace shoots up to 7.5 C, and then drops back to -0.1 C. With the information to hand, and in the absence of the M/L data logger we are of the opinion carriage temperature is not the issue. Voyage was 35 days, and taking this into account, several days before sending and with a PSL of 28 to 30 days, we are of the opinion the gel breakdown was attributable to the age of the fruit due to delay.  "
IPIC-1133,"Surveyors comment noted.having looked at the temperature log from the data logger, there is nothing to suggest that reefer malfunctioned or did not maintain temperature during voyage."
IPIC-1134,Agree with surveyors remarks.
IPIC-1136,"Surveyors comment noted.consignment sold, hence no claim expected."
IPIC-1141,"Shippers temptale 2326018681 was activated on the 28th December and records initial temperature of 4 C, indicative plums may not have been adequatly pre-cooled. Trace from the onset starts to rise and this remains the case with a continuous upward trend with readings over 20 C recorded. Maersk Line data logger yet to be seen to verify such. However, if we assume the recordings are correct taking the elevated temperatures into account and the 35 day transit time the plums were also near the end of their product shelf life. Container had 5 day layover in Cape Town and additional 7 days in Port Elizabeth.Recommend recovery action against the terminals and the vessel operators of the MOL Proficiency and Maersk Izmir for not identifying issue with the reefer and repairing such.    "
IPIC-1142,"We have requested the data logger to comment in more detail on the power off periods during the voyage as denoted by the shippers Temptale no 2326048683.The three fruits plums, nectarines and peaches are all highly perishable and the maximum product shelf life is 42 days approximately. Transit time was 37 days and if we take into account say 2 days for harvesting / packing etc, then at 39 days we are very close to the natural shelf life.This we believe is a significant factor in the condition of the fruit on delivery, possibly exacerbated by power off exursions.   "
IPIC-1143,Agree with remarks made by surveyor.  
IPIC-1145,No comment. 
IPIC-1146,No comment. 
IPIC-1148,Data logger required to verify CA settings in transit.  
IPIC-1149,"surveyor comments noted.Banana packed in Banavac bags  and a transit time of 34 days, is not an issue in itself. We have noticed that at the start of voyage, the return air temperature reading is around 15 degree C in both containers, which would indicate that the bananas have been pre cooled, which is not very common as mostly the bananas are harvested, packed and shipped within one day. Pre cooling would suggest that bananas have harvested and stored days in advance of stuffing, which obviously has to taken into consideration when looking at the shelf life of the banana.Looking at transit and temperature details, there is nothing indicative of fortuity during voyage."
IPIC-1149,"surveyor comments noted.Banana packed in Banavac bags  and a transit time of 34 days, is not an issue in itself. We have noticed that at the start of voyage, the return air temperature reading is around 15 degree C in both containers, which would indicate that the bananas have been pre cooled, which is not very common as mostly the bananas are harvested, packed and shipped within one day. Pre cooling would suggest that bananas have harvested and stored days in advance of stuffing, which obviously has to taken into consideration when looking at the shelf life of the banana.Looking at transit and temperature details, there is nothing indicative of fortuity during voyage."
IPIC-1150,Data logger requested from customer service Brazil. Once received will hold on file and comment if a documented claim is subsequently submitted. 
